Location_ID,Country,Sim_location,Weather_file,Ashrae Climate Zone,NBC Climate,Same_City_Weather_file,,
L664,United States of America,Jacksonville,NC_Jacksonville_(AWOS),Very Hot Humid,,,,
L665,United States of America,Kinston,NC_Kinston_Stallings_AFB,Very Hot Humid,,,,
L666,United States of America,New Bern,NC_New_Bern_Craven_Co_Reg,Very Hot Humid,,,,
L667,United States of America,Jacksonville,NC_New_River_Mcaf,Very Hot Humid,,,,
L668,United States of America,Greenville,NC_Pitt_Greenville_Arp,Very Hot Humid,,,,
L669,United States of America,Raleigh,NC_Raleigh_Durham_Interna,Very Hot Humid,,,,
L670,United States of America,Rocky Mount,NC_Rocky_Mount_Wilson,Very Hot Humid,,,,
L671,United States of America,Southern Pines,NC_Southern_Pines_Awos,Very Hot Humid,,,,
L672,United States of America,Wilmington,NC_Wilmington_Internation,Very Hot Humid,,,,
L673,United States of America,Winston Salem,NC_Winston-Salem_Reynolds,Very Hot Humid,,,,
L674,United States of America,Bismarck,ND_Bismarck_Municipal_Arp,Very Hot Humid,,,,
L675,United States of America,Devils Lake,ND_Devils_Lake(AWOS),Very Hot Humid,,,,
L676,United States of America,Dickinson,ND_Dickinson_Municipal_Ap,Very Hot Humid,,,,
L677,United States of America,Fargo,ND_Fargo_Hector_Internati,Very Hot Humid,,,,
L679,United States of America,Grand Forks,ND_Grand_Forks_Internatio,Very Hot Humid,,ND_Grand_Forks_Af,,
L680,United States of America,Jamestown,ND_Jamestown_Municipal_Ar,Very Hot Humid,,,,
L682,United States of America,Minot,ND_Minot_Faa_AP,Very Hot Humid,,ND_Minot_AFB,,
L683,United States of America,Williston,ND_Williston_Sloulin_Intl,Very Hot Humid,,,,
L684,United States of America,Ainsworth,NE_Ainsworth_Municipal,Very Hot Humid,,,,
L685,United States of America,Alliance,NE_Alliance_Municipal,Very Hot Humid,,,,
L686,United States of America,Beatrice,NE_Beatrice_Municipal,Very Hot Humid,,,,
L687,United States of America,Bellevue,NE_Bellevue_Offutt_AFB,Very Hot Humid,,,,
L688,United States of America,Brewster,NE_Brewster_Field_Arpt,Very Hot Humid,,,,
L689,United States of America,Broken Bow,NE_Broken_Bow_Muni,Very Hot Humid,,,,
L690,United States of America,Chadron,NE_Chadron_Municipal_AP,Very Hot Humid,,,,
L691,United States of America,Columbus,NE_Columbus_Muni,Very Hot Humid,,,,
L692,United States of America,Falls City,NE_Falls_City_Brenner,Very Hot Humid,,,,
L693,United States of America,Fremont,NE_Fremont_Muni_Arpt,Very Hot Humid,,,,
L694,United States of America,Grand,NE_Grand_Island_Central_N,Very Hot Humid,,,,
L695,United States of America,Hastings,NE_Hastings_Municipal,Very Hot Humid,,,,
L696,United States of America,Imperial,NE_Imperial_Faa_AP,Very Hot Humid,,,,
L697,United States of America,Kearney,NE_Kearney_Muni_(AWOS),Very Hot Humid,,,,
L698,United States of America,Lincoln,NE_Lincoln_Municipal_Arpt,Very Hot Humid,,,,
L699,United States of America,McCook,NE_Mccook_Municipal,Very Hot Humid,,,,
L700,United States of America,Stefan,NE_Norfolk_Karl_Stefan_Me,Very Hot Humid,,,,
L701,United States of America,North Platte,NE_North_Platte_Regional,Very Hot Humid,,,,
L702,United States of America,Baker Field,NE_O%60NEILL_Baker_Field,Very Hot Humid,,,,
L703,United States of America,Omaha,NE_Omaha_Eppley_Airfield,Very Hot Humid,,NE_Omaha_Wsfo,,
L705,United States of America,Ord,NE_Ord_Sharp_Field,Very Hot Humid,,,,
L706,United States of America,Scottsbluff,NE_Scottsbluff_W_B_Heilig,Very Hot Humid,,,,
L707,United States of America,Sidney,NE_Sidney_Municipal_AP,Very Hot Humid,,,,
L708,United States of America,Tekamah,NE_Tekamah_(ASOS),Very Hot Humid,,,,
L709,United States of America,Valentine,NE_Valentine_Miller_Field,Very Hot Humid,,,,
L710,United States of America,Berlin,NH_Berlin_Municipal,Very Hot Humid,,,,
L711,United States of America,Concord,NH_Concord_Municipal_Arpt,Very Hot Humid,,,,
L712,United States of America,Keene,NH_Dillant_Hopkins,Very Hot Humid,,,,
L713,United States of America,Laconia,NH_Laconia_Muni_(AWOS),Very Hot Humid,,,,
L714,United States of America,Lebanon,NH_Lebanon_Municipal,Very Hot Humid,,,,
L715,United States of America,Manchester,NH_Manchester_Airport,Very Hot Humid,,,,
L716,United States of America,Mount Washington,NH_Mount_Washington,Very Hot Humid,,,,
L717,United States of America,Pease,NH_Pease_Intl_Tradepor,Very Hot Humid,,,,
L718,United States of America,Atlantic City,NJ_Atlantic_City_Intl_AP,Very Hot Humid,,,,
L719,United States of America,Belmar,NJ_Belmar_Asc,Very Hot Humid,,,,
L720,United States of America,Caldwell,NJ_Caldwell_Essex_Co.,Very Hot Humid,,,,
L721,United States of America,Cape May,NJ_Cape_May_Co,Very Hot Humid,,,,
L722,United States of America,McGuire,NJ_Mcguire_AFB,Very Hot Humid,,,,
L723,United States of America,Millville,NJ_Millville_Municipal_Ap,Very Hot Humid,,,,
L724,United States of America,Newark,NJ_Newark_International_A,Very Hot Humid,,,,
L725,United States of America,Teterboro,NJ_Teterboro_Airport,Very Hot Humid,,,,
L726,United States of America,Trenton,NJ_Trenton_Mercer_County,Very Hot Humid,,,,
L727,United States of America,Albuquerque,NM_Albuquerque_Intl_Arpt,Very Hot Humid,,,,
L728,United States of America,Carlsbad,NM_Carlsbad_Cavern_City_A,Very Hot Humid,,,,
L729,United States of America,Clayton,NM_Clayton_Municipal_Airp,Very Hot Humid,,,,
L730,United States of America,Clovis,NM_Clovis_Cannon_AFB,Very Hot Humid,,NM_Clovis_Muni,,
L732,United States of America,Deming,NM_Deming_Muni,Very Hot Humid,,,,
L733,United States of America,Farmington,NM_Farmington_Four_Corner,Very Hot Humid,,,,
L734,United States of America,Gallup,NM_Gallup_Sen_Clarke_Fld,Very Hot Humid,,,,
L735,United States of America,Holloman,NM_Holloman_AFB,Very Hot Humid,,,,
L736,United States of America,Las Cruces,NM_Las_Cruces_Intl,Very Hot Humid,,,,
L737,United States of America,Las Vegas,NM_Las_Vegas_Municipal_Ar,Very Hot Humid,,,,
L738,United States of America,Roswell,NM_Roswell_Industrial_Air,Very Hot Humid,,,,
L739,United States of America,Sata Fe ,NM_Sata_Fe_County_Municip,Very Hot Humid,,,,
L740,United States of America,Sierra Blanca,NM_Sierra_Blanca_Rgnl,Very Hot Humid,,,,
L741,United States of America,Taos,NM_Taos_Muni_Apt(AWOS),Very Hot Humid,,,,
L742,United States of America,Truth,NM_Truth_Or_Consequences,Very Hot Humid,,,,
L743,United States of America,Tucumcari,NM_Tucumcari_Faa_AP,Very Hot Humid,,,,
L744,United States of America,Elko,NV_Elko_Municipal_Arpt,Very Hot Humid,,,,
L745,United States of America,Ely,NV_Ely_Yelland_Field,Very Hot Humid,,,,
L746,United States of America,Fallon,NV_Fallon_Naas,Very Hot Humid,,,,
L747,United States of America,Las Vegas,NV_Las_Vegas_Mccarran_Int,Very Hot Humid,,,,
L748,United States of America,Lovelock,NV_Lovelock_Derby_Field,Very Hot Humid,,,,
L749,United States of America,Mercury,NV_Mercury_Desert_Rock_Ap,Very Hot Humid,,,,
L750,United States of America,Nellis,NV_Nellis_AFB,Very Hot Humid,,,,
L751,United States of America,Reno,NV_Reno_Tahoe_Internation,Very Hot Humid,,,,
L752,United States of America,Tonopah,NV_Tonopah_Airport,Very Hot Humid,,,,
L753,United States of America,Winnemucca,NV_Winnemucca_Municipal_A,Very Hot Humid,,,,
L754,United States of America,Adirondack,NY_Adirondack_Rgnl,Very Hot Humid,,,,
L755,United States of America,Albany,NY_Albany_County_AP,Very Hot Humid,,,,
L756,United States of America,Binghamton,NY_Binghamton_Edwin_A_Lin,Very Hot Humid,,,,
L757,United States of America,Buffalo,NY_Buffalo_Niagara_Intl_A,Very Hot Humid,,,,
L758,United States of America,Elmira,NY_Elmira_Corning_Regiona,Very Hot Humid,,,,
L759,United States of America,Fort Drum,NY_Fort_Drum_Wheeler-S,Very Hot Humid,,,,
L760,United States of America,Glens Falls,NY_Glens_Falls_AP,Very Hot Humid,,,,
L761,United States of America,Islip,NY_Islip_Long_Isl_MacArth,Very Hot Humid,,,,
L762,United States of America,Jamestown,NY_Jamestown_(AWOS),Very Hot Humid,,,,
L763,United States of America,Massena,NY_Massena_AP,Very Hot Humid,,,,
L764,United States of America,Monticello,NY_Monticello(AWOS),Very Hot Humid,,,,
L765,United States of America,New York,NY_New_York_Central_Prk_O,Very Hot Humid,,NY_New_York_J_F_Kennedy_I,NY_New_York_J_F_Kennedy_I,
L768,United States of America,Niagara Falls,NY_Niagara_Falls_Af,Very Hot Humid,,,,
L769,United States of America,Poughkeepsie,NY_Poughkeepsie_Dutchess,Very Hot Humid,,,,
L770,United States of America,Republic,NY_Republic,Very Hot Humid,,,,
L771,United States of America,Rochester,NY_Rochester_Greater_Roch,Very Hot Humid,,,,
L772,United States of America,Stewart,NY_Stewart_Field,Very Hot Humid,,,,
L773,United States of America,Syracuse,NY_Syracuse_Hancock_Intl,Very Hot Humid,,,,
L774,United States of America,Utica Oneida,NY_Utica_Oneida_County_Ap,Very Hot Humid,,,,
L775,United States of America,Watertown,NY_Watertown_AP,Very Hot Humid,,,,
L776,United States of America,Westhampton,NY_Westhampton_Gabreski_A,Very Hot Humid,,,,
L777,United States of America,White Plains,NY_White_Plains_Westchest,Very Hot Humid,,,,
L778,United States of America,Akron,OH_Akron_Akron-Canton_Reg,Very Hot Humid,,,,
L779,United States of America,Burke Lakefront,OH_Burke_Lakefront,Very Hot Humid,,,,
L780,United States of America,Cincinnati,OH_Cincinnati_Municipal_A,Very Hot Humid,,,,
L781,United States of America,Cleveland,OH_Cleveland_Hopkins_Intl,Very Hot Humid,,,,
L782,United States of America,Columbus,OH_Columbus_Port_Columbus,Very Hot Humid,,,,
L783,United States of America,Dayton,OH_Dayton_International_A,Very Hot Humid,,OH_Dayton_Wright_Patterso,,
L785,United States of America,Findlay,OH_Findlay_Airport,Very Hot Humid,,,,
L786,United States of America,Mansfield,OH_Mansfield_Lahm_Municip,Very Hot Humid,,,,
L787,United States of America,Columbus,OH_Ohio_State_Universi,Very Hot Humid,,,,
L788,United States of America,Toledo,OH_Toledo_Express_Airport,Very Hot Humid,,,,
L789,United States of America,Youngstown,OH_Youngstown_Regional_Ai,Very Hot Humid,,,,
L790,United States of America,Zanesville,OH_Zanesville_Municipal_A,Very Hot Humid,,,,
L791,United States of America,Altus,OK_Altus_AFB,Very Hot Humid,,,,
L792,United States of America,Bartlesville,OK_Bartlesville_Philli,Very Hot Humid,,,,
L793,United States of America,Clinton,OK_Clinton-Sherman,Very Hot Humid,,,,
L794,United States of America,Fort Sill,OK_Fort_Sill_Post_Field_A,Very Hot Humid,,,,
L795,United States of America,Gage,OK_Gage_Airport,Very Hot Humid,,,,
L796,United States of America,Hobart,OK_Hobart_Municipal_AP,Very Hot Humid,,,,
L797,United States of America,Lawton,OK_Lawton_Municipal,Very Hot Humid,,,,
L798,United States of America,McAlester,OK_Mcalester_Municipal_Ap,Very Hot Humid,,,,
L799,United States of America,Oklahoma City,OK_Oklahoma_City_Tinker_A,Very Hot Humid,,OK_Oklahoma_City_Wiley,OK_Oklahoma_City_Will_Rog,
L802,United States of America,Ponca City,OK_Ponca_City_Municipal_A,Very Hot Humid,,,,
L803,United States of America,Stillwater,OK_Stillwater_Rgnl,Very Hot Humid,,,,
L804,United States of America,Tulsa,OK_Tulsa_International_Ai,Very Hot Humid,,,,
L805,United States of America,Vance,OK_Vance_AFB,Very Hot Humid,,,,
L806,United States of America,Astoria,OR_Astoria_Regional_Airpo,Very Hot Humid,,,,
L807,United States of America,Aurora,OR_Aurora_State,Very Hot Humid,,,,
L808,United States of America,Baker City,OR_Baker_Municipal_AP,Very Hot Humid,,,,
L809,United States of America,Burns,OR_Burns_Municipal_Arpt,Very Hot Humid,,,,
L810,United States of America,Corvallis,OR_Corvallis_Muni,Very Hot Humid,,,,
L811,United States of America,Eugene,OR_Eugene_Mahlon_Sweet_Ar,Very Hot Humid,,,,
L812,United States of America,Klamath Falls,OR_Klamath_Falls_Intl_AP,Very Hot Humid,,,,
L813,United States of America,La Grande,OR_La_Grande_Muni_AP,Very Hot Humid,,,,
L814,United States of America,Lakeview,OR_Lakeview_(AWOS),Very Hot Humid,,,,
L815,United States of America,Medford,OR_Medford_Rogue_Valley_I,Very Hot Humid,,,,
L816,United States of America,North Bend,OR_North_Bend_Muni_Airpor,Very Hot Humid,,,,
L817,United States of America,Pendleton,OR_Pendleton_E_Or_Regiona,Very Hot Humid,,,,
L819,United States of America,Portland,OR_Portland_International,Very Hot Humid,,OR_Portland_Hillsboro,OR_Portland_Troutdale,
L821,United States of America,Redmond,OR_Redmond_Roberts_Field,Very Hot Humid,,,,
L822,United States of America,Roseburg,OR_Roseburg_Regional_AP,Very Hot Humid,,,,
L823,United States of America,Salem,OR_Salem_Mcnary_Field,Very Hot Humid,,,,
L824,United States of America,Grants Pass Area,OR_Sexton_Summit,Very Hot Humid,,,,
L825,United States of America,Allentown,PA_Allentown_Lehigh_Valle,Very Hot Humid,,,,
L826,United States of America,Altoona,PA_Altoona_Blair_Co_Arpt,Very Hot Humid,,,,
L827,United States of America,Bradford,PA_Bradford_Regional_AP,Very Hot Humid,,,,
L828,United States of America,Butler,PA_Butler_Co._(AWOS),Very Hot Humid,,,,
L829,United States of America,DuBois,PA_Dubois_Faa_AP,Very Hot Humid,,,,
L830,United States of America,Erie,PA_Erie_International_AP,Very Hot Humid,,,,
L831,United States of America,Franklin,PA_Franklin,Very Hot Humid,,,,
L832,United States of America,Harrisburg,PA_Harrisburg_Capital_Cit,Very Hot Humid,,,,
L833,United States of America,Johnstown,PA_Johnstown_Cambria_Coun,Very Hot Humid,,,,
L834,United States of America,Lancaster,PA_Lancaster,Very Hot Humid,,,,
L835,United States of America,Middletown,PA_Middletown_Harrisburg,Very Hot Humid,,,,
L836,United States of America,Philadelphia,PA_Philadelphia_Internati,Very Hot Humid,,PA_Philadelphia_Ne_Philad,,
L839,United States of America,Pittsburgh,PA_Pittsburgh_Internation,Very Hot Humid,,PA_Pittsburgh_Allegheny_C,,
L840,United States of America,Spaatz ,PA_Reading_Spaatz_Field,Very Hot Humid,,,,
L841,United States of America,State College,PA_State_College,Very Hot Humid,,,,
L842,United States of America,Washington,PA_Washington_(AWOS),Very Hot Humid,,,,
L843,United States of America,Avoca,PA_Wilkes-Barre_Scranton,Very Hot Humid,,,,
L844,United States of America,Williamsport,PA_Williamsport_Regional,Very Hot Humid,,,,
L845,United States of America,Willow Grove,PA_Willow_Grove_NAS,Very Hot Humid,,,,
L846,United States of America,Aquadilla,PR_Aquadilla_Borinquen,Very Hot Humid,,,,
L847,United States of America,Mayagüez,PR_Eugenio_Maria_De_Ho,Very Hot Humid,,,,
L848,United States of America,Mercedita,PR_Mercedita,Very Hot Humid,,,,
L849,United States of America,Ceiba,PR_Roosevelt_Roads,Very Hot Humid,,,,
L850,United States of America,San Juan,PR_San_Juan_Intl_Arpt,Very Hot Humid,,,,
L851,United States of America,Carolina,PR_San_Juan_L_M_Marin_Int,Very Hot Humid,,,,
L852,United States of America,Block Island,RI_Block_Island_State_Arp,Very Hot Humid,,,,
L853,United States of America,Pawtucket,RI_Pawtucket_(AWOS),Very Hot Humid,,,,
L854,United States of America,Warwick,RI_Providence_T_F_Green_S,Very Hot Humid,,,,
L855,United States of America,Anderson,SC_Anderson_County_AP,Very Hot Humid,,,,
L856,United States of America,Beaufort,SC_Beaufort_MCAS,Very Hot Humid,,,,
L857,United States of America,Charleston,SC_Charleston_Intl_Arpt,Very Hot Humid,,,,
L858,United States of America,Columbia,SC_Columbia_Metro_Arpt,Very Hot Humid,,,,
L859,United States of America,Florence,SC_Florence_Regional_AP,Very Hot Humid,,,,
L860,United States of America,Greenville,SC_Greenville_Downtown_Ap,Very Hot Humid,,,,
L861,United States of America,Greer,SC_Greer_Greenv'L-Spartan,Very Hot Humid,,,,
L862,United States of America,Myrtle Beach,SC_Myrtle_Beach_AFB,Very Hot Humid,,,,
L863,United States of America,North Myrtle Beach,SC_North_Myrtle_Beach_Gra,Very Hot Humid,,,,
L864,United States of America,Sumter,SC_Sumter_Shaw_AFB,Very Hot Humid,,,,
L865,United States of America,Aberdeen,SD_Aberdeen_Regional_Arpt,Very Hot Humid,,,,
L866,United States of America,Brookings,SD_Brookings_(AWOS),Very Hot Humid,,,,
L867,United States of America,Yankton,SD_Chan_Gurney_Muni,Very Hot Humid,,,,
L868,United States of America,Ellsworth,SD_Ellsworth_AFB,Very Hot Humid,,,,
L869,United States of America,Huron,SD_Huron_Regional_Arpt,Very Hot Humid,,,,
L870,United States of America,Mitchell,SD_Mitchell_(AWOS),Very Hot Humid,,,,
L871,United States of America,Mobridge,SD_Mobridge,Very Hot Humid,,,,
L872,United States of America,Pierre,SD_Pierre_Municipal_AP,Very Hot Humid,,,,
L873,United States of America,Rapid City,SD_Rapid_City_Regional_Ar,Very Hot Humid,,,,
L874,United States of America,Sioux Falls,SD_Sioux_Falls_Foss_Field,Very Hot Humid,,,,
L875,United States of America,Watertown,SD_Watertown_Municipal_Ap,Very Hot Humid,,,,
L876,United States of America,Blountville,TN_Bristol_Tri_City_Airpo,Very Hot Humid,,,,
L877,United States of America,Chattanooga,TN_Chattanooga_Lovell_Fie,Very Hot Humid,,,,
L878,United States of America,Crossville,TN_Crossville_Memorial_Ap,Very Hot Humid,,,,
L879,United States of America,Dyersburg,TN_Dyersburg_Municipal_Ap,Very Hot Humid,,,,
L880,United States of America,Jackson,TN_Jackson_Mckellar-Sipes,Very Hot Humid,,,,
L881,United States of America,Knoxville,TN_Knoxville_Mcghee_Tyson,Very Hot Humid,,,,
L882,United States of America,Memphis,TN_Memphis_International,Very Hot Humid,,,,
L883,United States of America,Nashville,TN_Nashville_Internationa,Very Hot Humid,,,,
L885,United States of America,Abilene,TX_Abilene_Regional_AP,Very Hot Humid,,TX_Abilene_Dyess_AFB,,
L886,United States of America,Alice,TX_Alice_Intl_AP,Very Hot Humid,,,,
L887,United States of America,Amarillo,TX_Amarillo_International,Very Hot Humid,,,,
L888,United States of America,Austin,TX_Austin_Mueller_Municip,Very Hot Humid,,,,
L889,United States of America,Brownsville,TX_Brownsville_S_Padre_Is,Very Hot Humid,,,,
L890,United States of America,Austin,TX_Camp_Mabry,Very Hot Humid,,,,
L891,United States of America,Childress,TX_Childress_Municipal_Ap,Very Hot Humid,,,,
L892,United States of America,College Station,TX_College_Station_Easter,Very Hot Humid,,,,
L893,United States of America,Corpus Christi,TX_Corpus_Christi_Intl_Ar,Very Hot Humid,,TX_Corpus_Christi_NAS,,
L895,United States of America,Cotulla,TX_Cotulla_Faa_AP,Very Hot Humid,,,,
L896,United States of America,Paris,TX_Cox_Fld,Very Hot Humid,,,,
L897,United States of America,Dalhart,TX_Dalhart_Municipal_AP,Very Hot Humid,,,,
L898,United States of America,Dallas,TX_Dallas-Fort_Worth_Intl,Very Hot Humid,,TX_Dallas_Love_Field,TX_Dallas_Redbird_Arpt,
L899,United States of America,Addison,TX_Dallas_Addison_Arpt,Very Hot Humid,,,,
L902,United States of America,Del Rio,TX_Del_Rio,Very Hot Humid,,TX_Del_Rio_Laughlin_AFB,,
L904,United States of America,Temple,TX_Draughon_Miller_Cen,Very Hot Humid,,,,
L905,United States of America,El Paso,TX_El_Paso_International,Very Hot Humid,,,,
L906,United States of America,Killeen,TX_Fort_Hood,Very Hot Humid,,,,
L907,United States of America,Fort Worth,TX_Fort_Worth_Alliance,Very Hot Humid,,TX_Fort_Worth_Meacham,TX_Fort_Worth_NAS,
L910,United States of America,Galveston,TX_Galveston_Scholes,Very Hot Humid,,,,
L911,United States of America,Georgetown,TX_Georgetown_(AWOS),Very Hot Humid,,,,
L912,United States of America,Greenville,TX_Greenville_Majors,Very Hot Humid,,,,
L913,United States of America,Harlingen,TX_Harlingen_Rio_Grande_V,Very Hot Humid,,,,
L914,United States of America,Hondo,TX_Hondo_Municipal_AP,Very Hot Humid,,,,
L915,United States of America,Houston,TX_Houston_Bush_Intercont,Very Hot Humid,,TX_Houston_D.W._Hooks,TX_Houston_Ellington_AFB,TX_Houston_William_P_Hobb
L919,United States of America,Killeen,TX_Killeen_Muni_(AWOS),Very Hot Humid,,,,
L920,United States of America,Kingsville,TX_Kingsville,Very Hot Humid,,,,
L921,United States of America,Laredo,TX_Laredo_Intl_AP,Very Hot Humid,,,,
L922,United States of America,Longview,TX_Longview_Gregg_County,Very Hot Humid,,,,
L923,United States of America,Lubbock,TX_Lubbock_International,Very Hot Humid,,,,
L924,United States of America,Lufkin,TX_Lufkin_Angelina_Co,Very Hot Humid,,,,
L925,United States of America,Marfa,TX_Marfa_AP,Very Hot Humid,,,,
L926,United States of America,McGregor,TX_Mc_Gregor_(AWOS),Very Hot Humid,,,,
L927,United States of America,McAllen,TX_Mcallen_Miller_Intl_Ap,Very Hot Humid,,,,
L928,United States of America,Midland,TX_Midland_International,Very Hot Humid,,,,
L929,United States of America,Mineral Wells,TX_Mineral_Wells_Municipa,Very Hot Humid,,,,
L930,United States of America,Nacogdoches,TX_Nacogdoches_(AWOS),Very Hot Humid,,,,
L931,United States of America,Palacios,TX_Palacios_Municipal_AP,Very Hot Humid,,,,
L932,United States of America,Port Arthur,TX_Port_Arthur_Jefferson,Very Hot Humid,,,,
L933,United States of America,Universal City,TX_Randolph_AFB,Very Hot Humid,,,,
L934,United States of America,Killeen,TX_Robert_Gray_AAF,Very Hot Humid,,,,
L935,United States of America,Rockport,TX_Rockport_Aransas_Co,Very Hot Humid,,,,
L936,United States of America,San Angelo,TX_San_Angelo_Mathis_Fiel,Very Hot Humid,,,,
L937,United States of America,San Antonio,TX_San_Antonio_Intl_AP,Very Hot Humid,,TX_San_Antonio_Kelly_Fiel,TX_San_Antonio_Stinson,
L940,United States of America,Tyler,TX_Tyler_Pounds_Fld,Very Hot Humid,,,,
L941,United States of America,Victoria,TX_Victoria_Regional_AP,Very Hot Humid,,,,
L942,United States of America,Waco,TX_Waco_Regional_AP,Very Hot Humid,,,,
L943,United States of America,Wichita,TX_Wichita_Falls_Municipa,Very Hot Humid,,,,
L944,United States of America,Wink,TX_Wink_Winkler_County_Ap,Very Hot Humid,,,,
L945,United States of America,Blanding,UT_Blanding,Very Hot Humid,,,,
L946,United States of America,Bryce Canyon City,UT_Bryce_Cnyn_Faa_AP,Very Hot Humid,,,,
L947,United States of America,Cedar City,UT_Cedar_City_Municipal_A,Very Hot Humid,,,,
L948,United States of America,Delta,UT_Delta,Very Hot Humid,,,,
L949,United States of America,Hanksville,UT_Hanksville,Very Hot Humid,,,,
L950,United States of America,Moab,UT_Moab_Canyonlands,Very Hot Humid,,,,
L951,United States of America,Ogden,UT_Ogden_Hill_AFB,Very Hot Humid,,UT_Ogden_Hinkley_Airport,,
L953,United States of America,Provo,UT_Provo_Muni_(AWOS),Very Hot Humid,,,,
L954,United States of America,Saint George,UT_Saint_George_(AWOS),Very Hot Humid,,,,
L955,United States of America,Salt Lake City,UT_Salt_Lake_City_Intl_A,Very Hot Humid,,,,
L956,United States of America,Vernal,UT_Vernal,Very Hot Humid,,,,
L957,United States of America,Wendover,UT_Wendover_Usaf_Auxiliar,Very Hot Humid,,,,
L958,United States of America,Abington,VA_Abington,Very Hot Humid,,,,
L959,United States of America,Charlottesville,VA_Charlottesville_Faa,Very Hot Humid,,,,
L960,United States of America,Danville,VA_Danville_Faa_AP,Very Hot Humid,,,,
L961,United States of America,Davison,VA_Davison_AAF,Very Hot Humid,,,,
L962,United States of America,Dinwiddie,VA_Dinwiddie_Co,Very Hot Humid,,,,
L963,United States of America,Farmville,VA_Farmville,Very Hot Humid,,,,
L964,United States of America,Franklin,VA_Franklin_Naas,Very Hot Humid,,,,
L965,United States of America,Hillsville,VA_Hillsville,Very Hot Humid,,,,
L966,United States of America,Hot Springs,VA_Hot_Springs_Ingalls,Very Hot Humid,,,,
L967,United States of America,Hampton,VA_Langley_AFB,Very Hot Humid,,,,
L968,United States of America,Leesburg,VA_Leesburg_Godfrey,Very Hot Humid,,,,
L969,United States of America,Lynchburg,VA_Lynchburg_Regional_Arp,Very Hot Humid,,,,
L970,United States of America,Manassas,VA_Manassas_Muni(AWOS),Very Hot Humid,,,,
L971,United States of America,Marion,VA_Marion_Wytheville,Very Hot Humid,,,,
L972,United States of America,Martinsville,VA_Martinsville,Very Hot Humid,,,,
L973,United States of America,Melfa,VA_Melfa_Accomack_Arpt,Very Hot Humid,,,,
L974,United States of America,Newport News,VA_Newport_News,Very Hot Humid,,,,
L975,United States of America,Norfolk,VA_Norfolk_International,Very Hot Humid,,VA_Norfolk_NAS,,
L977,United States of America,Virginia Beach,VA_Oceana_NAS,Very Hot Humid,,,,
L978,United States of America,Pulaski,VA_Pulaski,Very Hot Humid,,,,
L979,United States of America,Quantico,VA_Quantico_MCAS,Very Hot Humid,,,,
L980,United States of America,Richmond,VA_Richmond_International,Very Hot Humid,,,,
L981,United States of America,Roanoke,VA_Roanoke_Regional_AP,Very Hot Humid,,,,
L982,United States of America,Fredericksburg,VA_Shannon_Arpt,Very Hot Humid,,,,
L983,United States of America,Staunton,VA_Staunton_Shenandoah,Very Hot Humid,,,,
L984,United States of America,Blacksburg,VA_Virginia_Tech_Arpt,Very Hot Humid,,,,
L985,United States of America,Dulles,VA_Washington_Dc_Dulles_I,Very Hot Humid,,,,
L986,United States of America,Arlington,VA_Washington_Dc_Reagan_A,Very Hot Humid,,,,
L987,United States of America,Winchester,VA_Winchester_Rgnl,Very Hot Humid,,,,
L988,United States of America,Wise,VA_Wise_Lonesome_Pine,Very Hot Humid,,,,
L989,United States of America,Charlotte Amalie,VI_Charlotte_Amalie_Harry,Very Hot Humid,,,,
L990,United States of America,Burlington,VT_Burlington_Internation,Very Hot Humid,,,,
L991,United States of America,Montpelier,VT_Montpelier_AP,Very Hot Humid,,,,
L992,United States of America,Rutland,VT_Rutland_State,Very Hot Humid,,,,
L993,United States of America,Springfield,VT_Springfield_Hartnes,Very Hot Humid,,,,
L994,United States of America,Bellingham,WA_Bellingham_Intl_AP,Very Hot Humid,,,,
L995,United States of America,Bremerton,WA_Bremerton_National,Very Hot Humid,,,,
L996,United States of America,Ephrata,WA_Ephrata_AP_Fcwos,Very Hot Humid,,,,
L997,United States of America,Spokane,WA_Fairchild_AFB,Very Hot Humid,,WA_Felts_Fld,,
L999,United States of America,Fort Lewis,WA_Gray_AAF,Very Hot Humid,,,,
L1000,United States of America,Hanford,WA_Hanford,Very Hot Humid,,,,
L1001,United States of America,Hoquiam,WA_Hoquiam_AP,Very Hot Humid,,,,
L1002,United States of America,Kelso,WA_Kelso_Wb_AP,Very Hot Humid,,,,
L1003,United States of America,Moses Lake,WA_Moses_Lake_Grant_Count,Very Hot Humid,,,,
L1004,United States of America,Olympia,WA_Olympia_Airport,Very Hot Humid,,,,
L1005,United States of America,Pasco,WA_Pasco,Very Hot Humid,,,,
L1006,United States of America,Moscow,WA_Pullman_Moscow_Rgnl,Very Hot Humid,,,,
L1007,United States of America,Quillayute,WA_Quillayute_State_Airpo,Very Hot Humid,,,,
L1008,United States of America,Renton,WA_Renton_Muni,Very Hot Humid,,,,
L1009,United States of America,Seattle,WA_Seattle_Boeing_Field,Very Hot Humid,,WA_Seattle_Seattle-Tacoma,,
L1011,United States of America,Snohomish,WA_Snohomish_Co,Very Hot Humid,,,,
L1012,United States of America,Spokane,WA_Spokane_International,Very Hot Humid,,,,
L1013,United States of America,Stampede Pass,WA_Stampede_Pass,Very Hot Humid,,,,
L1014,United States of America,Tacoma,WA_Tacoma_Mcchord_AFB,Very Hot Humid,,WA_Tacoma_Narrows,,
L1016,United States of America,The Dalles,WA_The_Dalles_Municipal_A,Very Hot Humid,,,,
